,comparison,number_of_papers,number_of_contributions,number_of_related_resources,number_of_related_figures,research_field,#Statements,#Resources,#DistResources,#Literals,#DistLiterals,#Predicates,#DistPredicates
341,http://orkg.org/orkg/resource/R600533,6,6,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",77.0,89.0,6.0,65.0,6.0,77.0,11.0
342,http://orkg.org/orkg/resource/R601100,9,9,0,0,General and Domain-Specific Teaching and Learning,340.0,505.0,22.0,175.0,22.0,340.0,33.0
343,http://orkg.org/orkg/resource/R601102,30,30,0,0,General and Domain-Specific Teaching and Learning,461.0,661.0,74.0,261.0,73.0,461.0,11.0
344,http://orkg.org/orkg/resource/R601308,10,10,0,0,Computer and Systems Architecture,121.0,191.0,26.0,51.0,26.0,121.0,8.0
345,http://orkg.org/orkg/resource/R601349,9,9,0,0,,103.0,148.0,26.0,58.0,26.0,103.0,10.0
346,http://orkg.org/orkg/resource/R601687,62,62,0,0,Nutrition,186.0,310.0,62.0,62.0,62.0,186.0,3.0
347,http://orkg.org/orkg/resource/R601697,10,10,0,0,Computer Engineering,197.0,369.0,28.0,25.0,20.0,197.0,34.0
348,http://orkg.org/orkg/resource/R602154,5,5,0,0,General and Domain-Specific Teaching and Learning,156.0,212.0,24.0,100.0,24.0,156.0,23.0
349,http://orkg.org/orkg/resource/R602199,8,8,0,0,Computer Engineering,218.0,412.0,41.0,24.0,18.0,218.0,37.0
350,http://orkg.org/orkg/resource/R602327,10,10,0,0,Computer and Systems Architecture,139.0,206.0,25.0,72.0,25.0,139.0,8.0
351,http://orkg.org/orkg/resource/R603263,6,6,0,0,Computer Engineering,355.0,569.0,83.0,141.0,65.0,355.0,45.0
352,http://orkg.org/orkg/resource/R603438,7,7,0,0,Computer Engineering,156.0,292.0,33.0,20.0,16.0,156.0,41.0
353,http://orkg.org/orkg/resource/R603573,15,15,0,0,Computer and Systems Architecture,114.0,188.0,19.0,40.0,19.0,114.0,13.0
354,http://orkg.org/orkg/resource/R603574,10,10,0,0,Computer and Systems Architecture,59.0,93.0,16.0,25.0,15.0,59.0,11.0
355,http://orkg.org/orkg/resource/R603575,19,19,0,0,Computer and Systems Architecture,216.0,394.0,22.0,38.0,9.0,216.0,11.0
356,http://orkg.org/orkg/resource/R603576,15,15,0,0,Computer and Systems Architecture,145.0,226.0,21.0,64.0,21.0,145.0,11.0
357,http://orkg.org/orkg/resource/R603707,6,6,0,0,Computer and Systems Architecture,68.0,93.0,10.0,43.0,10.0,68.0,10.0
358,http://orkg.org/orkg/resource/R603714,7,7,0,0,Education Systems and Educational Institutions,414.0,548.0,92.0,280.0,90.0,414.0,33.0
359,http://orkg.org/orkg/resource/R603719,7,7,0,0,Education Systems and Educational Institutions,414.0,548.0,92.0,280.0,90.0,414.0,33.0
360,http://orkg.org/orkg/resource/R603749,6,6,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",318.0,439.0,44.0,197.0,44.0,318.0,31.0
361,http://orkg.org/orkg/resource/R603824,6,6,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",339.0,450.0,50.0,228.0,50.0,339.0,32.0
362,http://orkg.org/orkg/resource/R603935,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",103.0,145.0,22.0,61.0,22.0,103.0,14.0
363,http://orkg.org/orkg/resource/R603956,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",83.0,104.0,16.0,62.0,16.0,83.0,13.0
364,http://orkg.org/orkg/resource/R604077,2,2,0,0,Artificial Intelligence,99.0,134.0,20.0,64.0,19.0,99.0,32.0
365,http://orkg.org/orkg/resource/R604089,6,6,0,0,Earth Sciences,406.0,605.0,118.0,207.0,103.0,406.0,45.0
366,http://orkg.org/orkg/resource/R604175,6,6,0,0,Earth Sciences,319.0,458.0,101.0,180.0,97.0,319.0,32.0
367,http://orkg.org/orkg/resource/R604181,3,3,0,0,Artificial Intelligence,129.0,179.0,22.0,79.0,18.0,129.0,25.0
368,http://orkg.org/orkg/resource/R604183,2,2,0,0,Artificial Intelligence,99.0,134.0,20.0,64.0,19.0,99.0,32.0
369,http://orkg.org/orkg/resource/R604185,3,3,0,0,Artificial Intelligence,129.0,179.0,22.0,79.0,18.0,129.0,25.0
370,http://orkg.org/orkg/resource/R604254,2,2,0,0,Artificial Intelligence,260.0,353.0,59.0,167.0,57.0,260.0,35.0
371,http://orkg.org/orkg/resource/R604259,6,6,0,0,Earth Sciences,381.0,568.0,105.0,194.0,94.0,381.0,35.0
372,http://orkg.org/orkg/resource/R604317,6,6,0,0,Earth Sciences,317.0,463.0,105.0,171.0,92.0,317.0,36.0
373,http://orkg.org/orkg/resource/R604319,3,3,0,0,Artificial Intelligence,126.0,172.0,22.0,80.0,21.0,126.0,34.0
374,http://orkg.org/orkg/resource/R604322,3,3,0,0,Semantic Web,236.0,452.0,11.0,20.0,5.0,236.0,39.0
375,http://orkg.org/orkg/resource/R604602,13,13,0,0,Computer Engineering,449.0,765.0,108.0,133.0,73.0,449.0,68.0
376,http://orkg.org/orkg/resource/R605892,5,6,0,0,Artificial Intelligence,203.0,287.0,24.0,119.0,20.0,203.0,36.0
377,http://orkg.org/orkg/resource/R605894,5,6,0,0,Artificial Intelligence,203.0,287.0,24.0,119.0,20.0,203.0,36.0
378,http://orkg.org/orkg/resource/R605910,14,14,0,0,Computational Engineering,679.0,1130.0,99.0,228.0,62.0,679.0,65.0
379,http://orkg.org/orkg/resource/R605927,1,2,0,0,Artificial Intelligence,62.0,89.0,10.0,35.0,9.0,62.0,23.0
380,http://orkg.org/orkg/resource/R605931,8,8,0,0,Education Systems and Educational Institutions,247.0,341.0,73.0,153.0,71.0,247.0,22.0
381,http://orkg.org/orkg/resource/R606158,6,6,0,0,Artificial Intelligence,180.0,253.0,21.0,107.0,18.0,180.0,28.0
382,http://orkg.org/orkg/resource/R606160,6,6,0,0,Artificial Intelligence,180.0,253.0,21.0,107.0,18.0,180.0,28.0
383,http://orkg.org/orkg/resource/R606164,79,81,0,0,Artificial Intelligence,2624.0,3702.0,248.0,1546.0,218.0,2624.0,54.0
384,http://orkg.org/orkg/resource/R606311,79,81,0,0,Artificial Intelligence,2624.0,3702.0,248.0,1546.0,218.0,2624.0,54.0
385,http://orkg.org/orkg/resource/R606511,8,8,0,0,Computer and Systems Architecture,89.0,150.0,14.0,28.0,13.0,89.0,18.0
386,http://orkg.org/orkg/resource/R606538,6,6,0,0,Computer Vision and Pattern Recognition,178.0,277.0,18.0,79.0,17.0,178.0,20.0
387,http://orkg.org/orkg/resource/R606567,7,7,0,0,Computer Sciences,72.0,102.0,11.0,42.0,11.0,72.0,9.0
388,http://orkg.org/orkg/resource/R606599,8,8,0,0,Cryptography and Security,164.0,226.0,28.0,102.0,19.0,164.0,29.0
389,http://orkg.org/orkg/resource/R606956,17,17,0,0,Artificial Intelligence,525.0,705.0,93.0,345.0,91.0,525.0,28.0
390,http://orkg.org/orkg/resource/R608240,10,10,0,0,Computer Sciences,95.0,129.0,16.0,61.0,16.0,95.0,8.0
391,http://orkg.org/orkg/resource/R608243,18,18,0,0,Computer and Systems Architecture,170.0,267.0,30.0,73.0,24.0,170.0,18.0
392,http://orkg.org/orkg/resource/R608286,8,8,0,0,Computer Sciences,58.0,90.0,9.0,26.0,9.0,58.0,8.0
393,http://orkg.org/orkg/resource/R609226,4,4,0,0,Artificial Intelligence,154.0,214.0,23.0,94.0,19.0,154.0,25.0
394,http://orkg.org/orkg/resource/R609253,15,15,0,0,Computer and Systems Architecture,215.0,411.0,26.0,19.0,8.0,215.0,31.0
395,http://orkg.org/orkg/resource/R609254,6,6,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",204.0,246.0,34.0,162.0,34.0,204.0,22.0
396,http://orkg.org/orkg/resource/R609271,7,7,0,0,Artificial Intelligence,187.0,266.0,16.0,108.0,14.0,187.0,25.0
397,http://orkg.org/orkg/resource/R609278,5,5,0,0,Artificial Intelligence,32.0,58.0,5.0,6.0,4.0,32.0,6.0
398,http://orkg.org/orkg/resource/R609288,3,3,0,0,Artificial Intelligence,77.0,109.0,10.0,45.0,10.0,77.0,23.0
399,http://orkg.org/orkg/resource/R609310,6,6,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",208.0,269.0,45.0,147.0,45.0,208.0,18.0
400,http://orkg.org/orkg/resource/R609337,85,87,0,0,Artificial Intelligence,2802.0,3955.0,266.0,1649.0,236.0,2802.0,55.0
401,http://orkg.org/orkg/resource/R609570,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",132.0,194.0,20.0,70.0,19.0,132.0,22.0
402,http://orkg.org/orkg/resource/R609606,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",152.0,220.0,24.0,84.0,24.0,152.0,21.0
403,http://orkg.org/orkg/resource/R609853,15,15,0,0,Semantic Web,295.0,567.0,50.0,23.0,16.0,295.0,23.0
404,http://orkg.org/orkg/resource/R641180,6,6,0,0,Artificial Intelligence,48.0,95.0,8.0,1.0,1.0,48.0,8.0
405,http://orkg.org/orkg/resource/R641476,14,33,0,0,"Agriculture, Forestry and Veterinary Medicine",979.0,979.0,33.0,979.0,33.0,979.0,37.0
406,http://orkg.org/orkg/resource/R641482,35,101,0,0,"Agriculture, Forestry and Veterinary Medicine",2764.0,2764.0,101.0,2764.0,101.0,2764.0,37.0
407,http://orkg.org/orkg/resource/R641487,25,157,0,0,"Agriculture, Forestry and Veterinary Medicine",4842.0,4842.0,157.0,4842.0,157.0,4842.0,39.0
408,http://orkg.org/orkg/resource/R641720,25,25,0,0,Natural Language Processing,241.0,482.0,25.0,0.0,0.0,241.0,6.0
409,http://orkg.org/orkg/resource/R642098,8,8,0,0,Computer Sciences,98.0,153.0,15.0,43.0,13.0,98.0,13.0
410,http://orkg.org/orkg/resource/R642136,9,9,0,0,Computer Sciences,517.0,721.0,59.0,313.0,57.0,517.0,20.0
411,http://orkg.org/orkg/resource/R642147,6,6,0,0,Artificial Intelligence,100.0,180.0,17.0,20.0,17.0,100.0,25.0
412,http://orkg.org/orkg/resource/R642224,8,8,0,0,Semantic Web,920.0,1765.0,17.0,75.0,8.0,920.0,53.0
413,http://orkg.org/orkg/resource/R642230,7,7,0,0,Semantic Web,790.0,1541.0,14.0,39.0,6.0,790.0,51.0
414,http://orkg.org/orkg/resource/R642232,11,11,0,0,Semantic Web,1088.0,2122.0,18.0,54.0,4.0,1088.0,48.0
415,http://orkg.org/orkg/resource/R642234,7,8,0,0,Semantic Web,611.0,1176.0,16.0,46.0,6.0,611.0,43.0
416,http://orkg.org/orkg/resource/R642266,33,34,0,0,Semantic Web,3409.0,6604.0,50.0,214.0,24.0,3409.0,63.0
417,http://orkg.org/orkg/resource/R642389,6,6,0,0,Computer Sciences,175.0,236.0,48.0,114.0,46.0,175.0,21.0
418,http://orkg.org/orkg/resource/R642391,6,6,0,0,Computer and Systems Architecture,33.0,59.0,11.0,7.0,5.0,33.0,7.0
419,http://orkg.org/orkg/resource/R642407,10,10,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",184.0,215.0,30.0,153.0,30.0,184.0,14.0
420,http://orkg.org/orkg/resource/R642456,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",109.0,162.0,19.0,56.0,19.0,109.0,16.0
421,http://orkg.org/orkg/resource/R642513,12,12,0,0,Computer Sciences,101.0,166.0,16.0,36.0,14.0,101.0,10.0
422,http://orkg.org/orkg/resource/R642515,1,49,0,0,Artificial Intelligence,2585.0,3903.0,347.0,1267.0,249.0,2585.0,46.0
423,http://orkg.org/orkg/resource/R642538,4,4,0,0,Information Science,33.0,63.0,5.0,3.0,1.0,33.0,10.0
424,http://orkg.org/orkg/resource/R642596,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",103.0,154.0,11.0,52.0,11.0,103.0,16.0
425,http://orkg.org/orkg/resource/R642763,26,26,0,0,Human Computer Interfaces,406.0,735.0,84.0,77.0,38.0,406.0,10.0
426,http://orkg.org/orkg/resource/R642765,6,6,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",217.0,248.0,25.0,186.0,25.0,217.0,21.0
427,http://orkg.org/orkg/resource/R642768,5,5,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",114.0,131.0,18.0,97.0,18.0,114.0,18.0
428,http://orkg.org/orkg/resource/R642845,4,4,0,0,Information Science,33.0,63.0,5.0,3.0,1.0,33.0,10.0
429,http://orkg.org/orkg/resource/R642848,4,4,0,0,Information Science,33.0,63.0,5.0,3.0,1.0,33.0,10.0
430,http://orkg.org/orkg/resource/R644713,6,6,0,0,Earth Sciences,241.0,332.0,83.0,150.0,80.0,241.0,29.0
431,http://orkg.org/orkg/resource/R645021,6,6,0,0,Earth Sciences,264.0,386.0,82.0,142.0,67.0,264.0,34.0
432,http://orkg.org/orkg/resource/R645078,6,6,0,0,Earth Sciences,232.0,321.0,73.0,143.0,70.0,232.0,31.0
433,http://orkg.org/orkg/resource/R645136,6,6,0,0,Earth Sciences,220.0,304.0,71.0,136.0,71.0,220.0,25.0
434,http://orkg.org/orkg/resource/R645466,6,6,0,0,Earth Sciences,377.0,560.0,73.0,194.0,62.0,377.0,34.0
435,http://orkg.org/orkg/resource/R645469,6,6,0,0,Earth Sciences,377.0,560.0,73.0,194.0,62.0,377.0,34.0
436,http://orkg.org/orkg/resource/R645602,6,6,0,0,Earth Sciences,335.0,491.0,85.0,179.0,72.0,335.0,36.0
437,http://orkg.org/orkg/resource/R645655,6,6,0,0,Earth Sciences,342.0,501.0,80.0,183.0,69.0,342.0,36.0
438,http://orkg.org/orkg/resource/R645723,6,6,0,0,Earth Sciences,361.0,543.0,81.0,179.0,70.0,361.0,36.0
439,http://orkg.org/orkg/resource/R646004,5,5,0,0,Earth Sciences,161.0,223.0,60.0,99.0,60.0,161.0,18.0
440,http://orkg.org/orkg/resource/R646045,5,5,0,0,Earth Sciences,219.0,314.0,64.0,124.0,56.0,219.0,23.0
441,http://orkg.org/orkg/resource/R646081,5,5,0,0,Earth Sciences,147.0,196.0,42.0,98.0,42.0,147.0,22.0
442,http://orkg.org/orkg/resource/R646125,5,5,0,0,Earth Sciences,203.0,286.0,67.0,120.0,59.0,203.0,29.0
443,http://orkg.org/orkg/resource/R646478,17,17,0,0,Education Systems and Educational Institutions,426.0,538.0,86.0,314.0,85.0,426.0,20.0
444,http://orkg.org/orkg/resource/R646599,9,9,0,0,Food Information Engineering,251.0,453.0,43.0,49.0,38.0,251.0,37.0
445,http://orkg.org/orkg/resource/R646606,1,12,0,0,Food Information Engineering,132.0,241.0,27.0,23.0,23.0,132.0,10.0
446,http://orkg.org/orkg/resource/R646615,1,10,0,0,Food Information Engineering,105.0,190.0,20.0,20.0,20.0,105.0,8.0
447,http://orkg.org/orkg/resource/R646988,7,7,0,0,Computer and Systems Architecture,48.0,92.0,9.0,4.0,2.0,48.0,8.0
448,http://orkg.org/orkg/resource/R646990,15,15,0,0,Computer and Systems Architecture,76.0,150.0,16.0,2.0,1.0,76.0,7.0
449,http://orkg.org/orkg/resource/R648079,6,6,0,0,Computer Sciences,94.0,129.0,16.0,59.0,16.0,94.0,10.0
450,http://orkg.org/orkg/resource/R648128,8,8,0,0,Information Science,104.0,150.0,17.0,58.0,17.0,104.0,9.0
451,http://orkg.org/orkg/resource/R648169,6,6,0,0,Information Science,72.0,95.0,19.0,49.0,18.0,72.0,10.0
452,http://orkg.org/orkg/resource/R648213,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",133.0,200.0,18.0,66.0,18.0,133.0,19.0
453,http://orkg.org/orkg/resource/R648215,8,8,0,0,Computer Engineering,61.0,94.0,17.0,28.0,17.0,61.0,5.0
454,http://orkg.org/orkg/resource/R648266,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",133.0,200.0,23.0,66.0,23.0,133.0,17.0
455,http://orkg.org/orkg/resource/R648364,17,17,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",442.0,620.0,48.0,264.0,48.0,442.0,19.0
456,http://orkg.org/orkg/resource/R648392,9,9,0,0,Computer and Systems Architecture,80.0,137.0,13.0,23.0,5.0,80.0,9.0
457,http://orkg.org/orkg/resource/R649030,12,12,0,0,Ocean Engineering,407.0,440.0,39.0,374.0,39.0,407.0,29.0
458,http://orkg.org/orkg/resource/R649050,13,13,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",437.0,463.0,33.0,411.0,33.0,437.0,30.0
459,http://orkg.org/orkg/resource/R650023,15,15,0,0,Software Engineering,491.0,844.0,57.0,138.0,57.0,491.0,21.0
460,http://orkg.org/orkg/resource/R651524,23,23,0,0,Computer Sciences,664.0,922.0,113.0,406.0,112.0,664.0,20.0
461,http://orkg.org/orkg/resource/R652303,22,22,0,0,Computer Sciences,828.0,1272.0,99.0,384.0,99.0,828.0,29.0
462,http://orkg.org/orkg/resource/R653336,20,20,0,0,"Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",646.0,689.0,51.0,603.0,51.0,646.0,27.0
463,http://orkg.org/orkg/resource/R653557,8,8,0,0,Computer Sciences,163.0,223.0,22.0,103.0,17.0,163.0,15.0
464,http://orkg.org/orkg/resource/R654014,3,3,0,0,Earth Sciences,172.0,246.0,53.0,98.0,50.0,172.0,32.0
465,http://orkg.org/orkg/resource/R654021,3,3,0,0,Earth Sciences,131.0,188.0,52.0,74.0,52.0,131.0,26.0
466,http://orkg.org/orkg/resource/R654091,15,15,0,0,Natural Language Processing,226.0,358.0,50.0,94.0,46.0,226.0,17.0
467,http://orkg.org/orkg/resource/R654966,13,13,0,0,Computer Sciences,322.0,435.0,59.0,209.0,57.0,322.0,13.0
468,http://orkg.org/orkg/resource/R655561,4,4,0,0,Security and Dependability,24.0,28.0,4.0,20.0,4.0,24.0,6.0
469,http://orkg.org/orkg/resource/R655905,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",111.0,159.0,13.0,63.0,13.0,111.0,18.0
470,http://orkg.org/orkg/resource/R655958,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",121.0,185.0,17.0,57.0,17.0,121.0,18.0
471,http://orkg.org/orkg/resource/R655960,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",111.0,159.0,13.0,63.0,13.0,111.0,18.0
472,http://orkg.org/orkg/resource/R655962,5,5,0,0,"Traffic and Transport Systems, Intelligent and Automated Traffic",121.0,185.0,17.0,57.0,17.0,121.0,18.0
473,http://orkg.org/orkg/resource/R656111,86,88,0,0,Artificial Intelligence,2824.0,3989.0,267.0,1659.0,237.0,2824.0,59.0
474,http://orkg.org/orkg/resource/R656113,86,88,0,0,Artificial Intelligence,2824.0,3989.0,267.0,1659.0,237.0,2824.0,59.0
475,http://orkg.org/orkg/resource/R657605,2,2,0,0,Natural Language Processing,105.0,148.0,25.0,62.0,23.0,105.0,29.0
476,http://orkg.org/orkg/resource/R659124,6,6,0,0,Computational Engineering,151.0,260.0,18.0,42.0,12.0,151.0,16.0
477,http://orkg.org/orkg/resource/R659126,6,6,0,0,Computational Engineering,151.0,260.0,18.0,42.0,12.0,151.0,16.0
478,http://orkg.org/orkg/resource/R659189,18,18,0,0,Computer and Systems Architecture,170.0,267.0,30.0,73.0,24.0,170.0,18.0
479,http://orkg.org/orkg/resource/R659252,11,11,0,0,Computational Engineering,257.0,392.0,34.0,122.0,34.0,257.0,32.0
480,http://orkg.org/orkg/resource/R659837,11,11,0,0,,122.0,207.0,18.0,37.0,18.0,122.0,9.0
481,http://orkg.org/orkg/resource/R68121,1,26,0,0,Earth Sciences,274.0,349.0,76.0,199.0,50.0,274.0,7.0
482,http://orkg.org/orkg/resource/R68535,2,32,1,2,Earth Sciences,339.0,432.0,94.0,246.0,62.0,339.0,7.0
483,http://orkg.org/orkg/resource/R69680,53,53,0,0,Artificial Intelligence,698.0,1176.0,53.0,220.0,53.0,698.0,13.0
484,http://orkg.org/orkg/resource/R70212,1,7,0,0,Computer and Systems Architecture,113.0,145.0,19.0,81.0,19.0,113.0,20.0
485,http://orkg.org/orkg/resource/R73210,4,4,0,0,Information Science,54.0,81.0,11.0,27.0,11.0,54.0,18.0
486,http://orkg.org/orkg/resource/R74529,3,3,0,0,Software Engineering,21.0,24.0,3.0,18.0,3.0,21.0,7.0
487,http://orkg.org/orkg/resource/R74541,4,4,0,0,Artificial Intelligence,37.0,64.0,6.0,10.0,3.0,37.0,10.0
488,http://orkg.org/orkg/resource/R74774,1,7,0,0,Artificial Intelligence,506.0,724.0,50.0,288.0,47.0,506.0,48.0
489,http://orkg.org/orkg/resource/R75093,2,2,0,0,Computational Engineering,10.0,13.0,2.0,7.0,2.0,10.0,5.0
490,http://orkg.org/orkg/resource/R75140,3,3,0,0,Thermodynamics,23.0,45.0,3.0,1.0,1.0,23.0,6.0
491,http://orkg.org/orkg/resource/R75439,4,4,0,0,Software Engineering,6.0,12.0,1.0,0.0,0.0,6.0,2.0
492,http://orkg.org/orkg/resource/R75673,6,6,0,0,Neuroscience and Neurobiology,41.0,79.0,7.0,3.0,2.0,41.0,8.0
493,http://orkg.org/orkg/resource/R75729,6,6,0,0,Neuroscience and Neurobiology,39.0,76.0,7.0,2.0,2.0,39.0,8.0
494,http://orkg.org/orkg/resource/R76052,1,4,0,0,Artificial Intelligence,32.0,52.0,4.0,12.0,4.0,32.0,8.0
495,http://orkg.org/orkg/resource/R76054,1,4,0,0,Artificial Intelligence,32.0,52.0,4.0,12.0,4.0,32.0,7.0
496,http://orkg.org/orkg/resource/R76129,1,9,0,0,Artificial Intelligence,60.0,111.0,9.0,9.0,9.0,60.0,5.0
497,http://orkg.org/orkg/resource/R76284,1,12,0,0,Artificial Intelligence,80.0,149.0,14.0,11.0,11.0,80.0,7.0
498,http://orkg.org/orkg/resource/R76297,5,5,0,0,Environmental Health,78.0,105.0,12.0,51.0,7.0,78.0,23.0
499,http://orkg.org/orkg/resource/R76324,1,12,0,0,Artificial Intelligence,67.0,122.0,13.0,12.0,12.0,67.0,6.0
500,http://orkg.org/orkg/resource/R76783,12,12,0,0,"Theory, Knowledge and Science",59.0,74.0,12.0,44.0,11.0,59.0,5.0
501,http://orkg.org/orkg/resource/R76785,12,12,0,0,"Theory, Knowledge and Science",59.0,74.0,12.0,44.0,11.0,59.0,5.0
502,http://orkg.org/orkg/resource/R76906,8,8,0,0,Social and Behavioral Sciences,202.0,385.0,15.0,19.0,5.0,202.0,9.0
503,http://orkg.org/orkg/resource/R78163,14,14,0,0,Life Sciences,102.0,120.0,14.0,84.0,13.0,102.0,8.0
504,http://orkg.org/orkg/resource/R78454,3,3,0,0,Growth and Development,25.0,31.0,3.0,19.0,3.0,25.0,7.0
505,http://orkg.org/orkg/resource/R8342,8,12,0,0,,205.0,299.0,27.0,111.0,16.0,205.0,29.0
506,http://orkg.org/orkg/resource/R8364,5,5,0,0,,150.0,216.0,33.0,84.0,24.0,150.0,39.0
